,data_transakcji,data_księgowania,dane_kontrahenta,tytuł,nr_rachunku,nazwa_banku,nr_transakcji,kwota_transakcji_(waluta_rachunku),waluta,konto,saldo_po_transakcji,waluta_salda,red_flag
818,2023-11-07,2023-11-08,Firma XYZ,Płatność Firma XYZ,PL39789252888210642916873926,PKO BP,5092448845,7817.05,PLN,Moje,-20439247.68,PLN,0
819,2023-11-10,2023-11-10,Biedronka,Płatność Biedronka,PL49511346971095958592568358,Santander,6631565147,-166.14,PLN,Konto w USD,-20439413.82,PLN,0
820,2023-11-12,2023-11-12,Vattenfall,Płatność Vattenfall,PL25205748275882069910009162,Santander,6286624919,-227.59,PLN,Moje,-20439641.41,PLN,0
821,2023-11-13,2023-11-14,ATM ING,Płatność ATM ING,PL80774329788579282809600204,mBank,7194480893,-250.17,PLN,Konto w USD,-20439891.58,PLN,0
822,2023-11-15,2023-11-15,Biedronka,Płatność Biedronka,PL56718251958113491476076441,ING,3202764162,-104.82,PLN,Moje,-20439996.4,PLN,0
823,2023-11-16,2023-11-17,Vattenfall,Płatność Vattenfall,PL77995775389773813656336624,PKO BP,3336677529,-187.96,PLN,Konto w EUR,-20440184.36,PLN,0
824,2023-11-16,2023-11-17,Allegro,Płatność Allegro,PL21248475310542029961954969,Santander,7610018828,-219.82,PLN,Moje,-20440404.18,PLN,0
825,2023-11-23,2023-11-25,PKO BP,Płatność PKO BP,PL68036516754769820073857521,ING,9973586665,3415.7,PLN,Wspólne,-20436988.48,PLN,0
826,2023-11-23,2023-11-24,Firma XYZ,Płatność Firma XYZ,PL61505666628452264752883778,mBank,8003341697,7622.77,PLN,Konto w USD,-20429365.71,PLN,0
827,2023-11-25,2023-11-25,Urząd Skarbowy,Płatność Urząd Skarbowy,PL71624129268439707221117332,Millennium,5165158981,-9458.6,PLN,Konto w USD,-20438824.31,PLN,0
828,2023-11-27,2023-11-29,MediaMarkt,Płatność MediaMarkt,PL87345228369391889795640944,Santander,1117263624,-2629.59,PLN,Konto w EUR,-20441453.9,PLN,0
829,2023-12-05,2023-12-05,Vattenfall,Płatność Vattenfall,PL97677500898258651298706974,mBank,8192211291,-244.78,PLN,Konto w USD,-20441698.68,PLN,0
830,2023-12-06,2023-12-06,Zabka,Płatność Zabka,PL33549909233997337574712164,Santander,4330473622,-21.6,PLN,Wspólne,-20441720.28,PLN,0
831,2023-12-08,2023-12-09,MediaMarkt,Płatność MediaMarkt,PL29452325659366182770033294,ING,8584708945,-2064.61,PLN,Wspólne,-20443784.89,PLN,0
832,2023-12-13,2023-12-15,Firma XYZ,Płatność Firma XYZ,PL66891152099596721554996187,ING,2936950633,7696.76,PLN,Wspólne,-20436088.13,PLN,0
833,2023-12-17,2023-12-17,Vattenfall,Płatność Vattenfall,PL98758254256747703707152348,ING,2549243415,-154.41,PLN,Moje,-20436242.54,PLN,0
834,2023-12-18,2023-12-20,Booking.com,Płatność Booking.com,PL52568817866465561742819829,Millennium,7993772958,-229.53,EUR,Konto w EUR,-20436472.07,EUR,0
835,2023-12-20,2023-12-21,Allegro,Płatność Allegro,PL12413314366014161179197891,Santander,7744870231,-265.33,PLN,Konto w EUR,-20436737.4,PLN,0
836,2023-12-23,2023-12-23,PKO BP,Płatność PKO BP,PL54114581500988722176030084,Millennium,8511238909,3396.37,PLN,Konto w USD,-20433341.03,PLN,0
837,2023-12-23,2023-12-23,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL23082483199254810731760847,Santander,2868840057,-415860.62,PLN,Konto w USD,-20849201.65,PLN,1
838,2023-12-24,2023-12-26,PokerStars,Płatność PokerStars,PL11853952515123702014939072,ING,9876996888,-420.26,EUR,Konto w USD,-20849621.91,EUR,1
839,2023-12-27,2023-12-29,Allegro,Płatność Allegro,PL58441283385641005136136694,ING,8800153160,-103.14,PLN,Wspólne,-20849725.05,PLN,0
840,2023-12-27,2023-12-28,Auto Komis Katowice,Płatność Auto Komis Katowice,PL53095457320601040802604553,Millennium,7897886806,-48419.29,PLN,Moje,-20898144.34,PLN,1
841,2024-01-03,2024-01-05,Biedronka,Płatność Biedronka,PL81974344117289354246267728,Millennium,1444270728,-73.86,PLN,Konto w EUR,-20898218.2,PLN,0
842,2024-01-08,2024-01-10,PokerStars,Płatność PokerStars,PL16337328002582329462236058,mBank,2210500728,-952.1,EUR,Konto w EUR,-20899170.3,EUR,1
843,2024-01-09,2024-01-10,STS.pl,Płatność STS.pl,PL47946498404438036360814479,mBank,8359997734,-1288.48,PLN,Wspólne,-20900458.78,PLN,1
844,2024-01-11,2024-01-12,Auto Komis Katowice,Płatność Auto Komis Katowice,PL36148692916628495844028920,Millennium,8772507191,-48029.9,PLN,Konto w EUR,-20948488.68,PLN,1
845,2024-01-12,2024-01-13,Firma XYZ,Płatność Firma XYZ,PL95850390483490064522486387,ING,3832723152,7487.65,PLN,Moje,-20941001.03,PLN,0
846,2024-01-12,2024-01-12,ATM ING,Płatność ATM ING,PL52386880171794507810067412,Santander,3028741147,-738.92,PLN,Moje,-20941739.95,PLN,0
847,2024-01-13,2024-01-14,PokerStars,Płatność PokerStars,PL20019477886734674530425386,Millennium,9418711045,-1083.54,EUR,Moje,-20942823.49,EUR,1
848,2024-01-13,2024-01-14,MediaMarkt,Płatność MediaMarkt,PL10313999297191629186031873,Santander,1518923223,-2685.59,PLN,Konto w USD,-20945509.08,PLN,0
849,2024-01-15,2024-01-15,PKO BP,Płatność PKO BP,PL49891866225856809438721278,mBank,3790164688,1222.63,PLN,Moje,-20944286.45,PLN,0
850,2024-01-16,2024-01-17,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL66208805604791898953324355,mBank,8591124457,-521251.73,PLN,Konto w USD,-21465538.18,PLN,1
851,2024-01-19,2024-01-21,Allegro,Płatność Allegro,PL94585366707656956374705212,mBank,1793386411,-289.1,PLN,Konto w USD,-21465827.28,PLN,0
852,2024-01-19,2024-01-21,Lidl,Płatność Lidl,PL86686836339365324658203134,Santander,1020323211,-196.46,PLN,Konto w USD,-21466023.74,PLN,0
853,2024-01-22,2024-01-24,Auto Komis Katowice,Płatność Auto Komis Katowice,PL32752041341062921397589279,mBank,2040457766,-53407.64,PLN,Konto w EUR,-21519431.38,PLN,1
854,2024-01-23,2024-01-23,PKO BP,Płatność PKO BP,PL35686809901135974209302608,Santander,9849362717,1989.83,PLN,Konto w USD,-21517441.55,PLN,0
855,2024-01-25,2024-01-25,Firma XYZ,Płatność Firma XYZ,PL93737761528295358285731134,Santander,5263832312,7117.9,PLN,Konto w EUR,-21510323.65,PLN,0
856,2024-01-25,2024-01-26,Orlen,Płatność Orlen,PL91952642807416486346697772,PKO BP,5187985759,-112.64,PLN,Moje,-21510436.29,PLN,0
857,2024-01-28,2024-01-30,Zabka,Płatność Zabka,PL83098280848108473510450424,ING,5385913137,-54.0,PLN,Moje,-21510490.29,PLN,0
858,2024-02-01,2024-02-03,Amazon,Płatność Amazon,PL91662224502320402670197316,Millennium,8575091839,-402.75,USD,Wspólne,-21510893.04,USD,0
859,2024-02-02,2024-02-02,STS.pl,Płatność STS.pl,PL15435014128881403642856734,Millennium,6302473754,-169.51,PLN,Konto w EUR,-21511062.55,PLN,1
860,2024-02-06,2024-02-06,Biuro Notarialne,Płatność Biuro Notarialne,PL77343024838171404418124081,Santander,8398237307,-8618.2,PLN,Konto w USD,-21519680.75,PLN,0
861,2024-02-22,2024-02-24,Santander Leasing,Płatność Santander Leasing,PL73420581565689057701166691,mBank,9003594205,-2920.64,PLN,Konto w EUR,-21522601.39,PLN,0
862,2024-02-26,2024-02-26,Firma XYZ,Płatność Firma XYZ,PL82866860578501881503643806,Santander,2186169766,6974.99,PLN,Wspólne,-21515626.4,PLN,0
863,2024-02-28,2024-02-29,MediaMarkt,Płatność MediaMarkt,PL52004280082913132562396687,Santander,2503345838,-1654.44,PLN,Moje,-21517280.84,PLN,0
864,2024-02-28,2024-02-29,Allegro,Płatność Allegro,PL38767034425601590700258589,Santander,5187458189,-112.98,PLN,Konto w USD,-21517393.82,PLN,0
865,2024-02-28,2024-02-28,Biuro Notarialne,Płatność Biuro Notarialne,PL43533728385365137228034079,PKO BP,6393143785,-11966.78,PLN,Wspólne,-21529360.6,PLN,1
866,2024-02-29,2024-03-02,Urząd Skarbowy,Płatność Urząd Skarbowy,PL11564306799490870779418610,Millennium,4259607533,-9714.68,PLN,Konto w USD,-21539075.28,PLN,0
867,2024-03-03,2024-03-05,Vattenfall,Płatność Vattenfall,PL68971948471787856446782090,PKO BP,2438862985,-266.33,PLN,Konto w USD,-21539341.61,PLN,0
868,2024-03-13,2024-03-13,MediaMarkt,Płatność MediaMarkt,PL52053266564839091408810717,Santander,7350692023,-2014.24,PLN,Moje,-21541355.85,PLN,0
869,2024-03-13,2024-03-13,ATM ING,Płatność ATM ING,PL84614925200396582276024038,Millennium,1106185273,-645.38,PLN,Konto w EUR,-21542001.23,PLN,0
870,2024-03-15,2024-03-16,Allegro,Płatność Allegro,PL73165060059220076729274641,Millennium,4997341474,-137.85,PLN,Wspólne,-21542139.08,PLN,0
871,2024-03-25,2024-03-25,ATM ING,Płatność ATM ING,PL33126039798361284415841754,Millennium,9348027180,-840.34,PLN,Konto w USD,-21542979.42,PLN,0
872,2024-03-27,2024-03-27,STS.pl,Płatność STS.pl,PL45726612043131132065199891,Santander,6236063884,-1569.33,PLN,Wspólne,-21544548.75,PLN,1
873,2024-03-29,2024-03-29,STS.pl,Płatność STS.pl,PL25784827398675849321984174,ING,4802533859,-740.34,PLN,Moje,-21545289.09,PLN,1
874,2024-03-29,2024-03-29,Auto Komis Katowice,Płatność Auto Komis Katowice,PL41631518134635890137877759,Santander,5342815588,-55393.9,PLN,Wspólne,-21600682.99,PLN,1
875,2024-03-30,2024-03-30,Allegro,Płatność Allegro,PL92535809724213325471897669,mBank,6871797310,-92.97,PLN,Moje,-21600775.96,PLN,0
876,2024-03-30,2024-03-30,ATM ING,Płatność ATM ING,PL94709955530242685021666236,ING,6451955066,-668.06,PLN,Wspólne,-21601444.02,PLN,0
877,2024-04-02,2024-04-04,Orlen,Płatność Orlen,PL67515391601766224038959842,ING,8124170077,-120.21,PLN,Moje,-21601564.23,PLN,0
878,2024-04-03,2024-04-04,Firma XYZ,Płatność Firma XYZ,PL65172250746629242966655161,mBank,1618816550,6943.69,PLN,Konto w EUR,-21594620.54,PLN,0
879,2024-04-08,2024-04-09,Lidl,Płatność Lidl,PL44423686631660723180454942,Santander,5970745881,-159.88,PLN,Konto w EUR,-21594780.42,PLN,0
880,2024-04-09,2024-04-11,Zabka,Płatność Zabka,PL40672903864236489510198729,Millennium,7568377041,-78.18,PLN,Wspólne,-21594858.6,PLN,0
881,2024-04-10,2024-04-12,Vattenfall,Płatność Vattenfall,PL15882714133195962936693349,PKO BP,7885821515,-258.87,PLN,Konto w USD,-21595117.47,PLN,0
882,2024-04-10,2024-04-11,MediaMarkt,Płatność MediaMarkt,PL22426228766589130131834672,mBank,1098171183,-2793.76,PLN,Wspólne,-21597911.23,PLN,0
883,2024-04-10,2024-04-12,PKO BP,Płatność PKO BP,PL75085622658440649882447149,mBank,8721783460,6141.7,PLN,Moje,-21591769.53,PLN,0
884,2024-04-14,2024-04-14,Zabka,Płatność Zabka,PL77454087234296930681859540,Santander,7545564967,-43.0,PLN,Moje,-21591812.53,PLN,0
885,2024-04-18,2024-04-20,Firma XYZ,Płatność Firma XYZ,PL56061335308759045079342806,Santander,7088335695,7469.35,PLN,Moje,-21584343.18,PLN,0
886,2024-04-20,2024-04-21,PGNiG,Płatność PGNiG,PL92306340860970430862109482,Santander,2059195303,-186.31,PLN,Konto w EUR,-21584529.49,PLN,0
887,2024-04-21,2024-04-21,Biuro Notarialne,Płatność Biuro Notarialne,PL45762684306844011998479505,Millennium,2438595363,-8356.11,PLN,Konto w EUR,-21592885.6,PLN,0
888,2024-04-22,2024-04-22,ATM ING,Płatność ATM ING,PL33629784211919314019809719,ING,6691924159,-1313.47,PLN,Konto w USD,-21594199.07,PLN,0
889,2024-04-23,2024-04-24,Amazon,Płatność Amazon,PL41861203358352131619264261,Millennium,2780831544,-728.35,USD,Konto w EUR,-21594927.42,USD,0
890,2024-04-24,2024-04-26,Biuro Notarialne,Płatność Biuro Notarialne,PL11117656661607260389280936,PKO BP,6789041855,-9347.27,PLN,Konto w EUR,-21604274.69,PLN,0
891,2024-04-25,2024-04-25,Santander Leasing,Płatność Santander Leasing,PL21526211886367180110254926,Santander,9839935220,-2234.75,PLN,Konto w USD,-21606509.44,PLN,0
892,2024-05-02,2024-05-02,Allegro,Płatność Allegro,PL35957261637794852923967045,mBank,8455334739,-38.45,PLN,Konto w USD,-21606547.89,PLN,0
893,2024-05-03,2024-05-04,Allegro,Płatność Allegro,PL36308048850669238101941311,PKO BP,7463891998,-224.35,PLN,Konto w EUR,-21606772.24,PLN,0
894,2024-05-09,2024-05-09,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL75933386890711789860609537,Santander,1531898944,-392765.42,PLN,Moje,-21999537.66,PLN,1
895,2024-05-09,2024-05-09,PGNiG,Płatność PGNiG,PL13544444608822161304330883,Santander,5957474249,-163.9,PLN,Konto w EUR,-21999701.56,PLN,0
896,2024-05-12,2024-05-13,PGNiG,Płatność PGNiG,PL98361027272009343913965393,PKO BP,8148859504,-193.92,PLN,Konto w EUR,-21999895.48,PLN,0
897,2024-05-12,2024-05-13,Biuro Notarialne,Płatność Biuro Notarialne,PL24138161661051236373199280,Santander,9554370870,-9452.27,PLN,Moje,-22009347.75,PLN,0
898,2024-05-16,2024-05-17,Biuro Notarialne,Płatność Biuro Notarialne,PL86697931499175504111919008,ING,9239710775,-10683.58,PLN,Konto w EUR,-22020031.33,PLN,1
899,2024-05-21,2024-05-21,Urząd Skarbowy,Płatność Urząd Skarbowy,PL12240506623665821876585119,mBank,6462769573,-7831.0,PLN,Konto w USD,-22027862.33,PLN,0
900,2024-05-21,2024-05-21,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL86405287118569395181574703,PKO BP,5159805921,-517078.32,PLN,Konto w USD,-22544940.65,PLN,1
901,2024-05-28,2024-05-29,Auto Komis Katowice,Płatność Auto Komis Katowice,PL87552826169496541129692695,Millennium,9718759721,-58232.75,PLN,Konto w EUR,-22603173.4,PLN,1
902,2024-06-01,2024-06-01,Firma XYZ,Płatność Firma XYZ,PL23598127841345312579627401,Millennium,6116948801,7155.11,PLN,Konto w EUR,-22596018.29,PLN,0
903,2024-06-01,2024-06-02,Orlen,Płatność Orlen,PL87751431360505490606870384,PKO BP,9489709081,-188.51,PLN,Konto w EUR,-22596206.8,PLN,0
904,2024-06-02,2024-06-03,Amazon,Płatność Amazon,PL88626394807997305681407460,mBank,3658454378,-656.85,USD,Moje,-22596863.65,USD,0
905,2024-06-02,2024-06-04,Firma XYZ,Płatność Firma XYZ,PL33179958307538649827795580,PKO BP,9783546619,6736.61,PLN,Konto w USD,-22590127.04,PLN,0
906,2024-06-06,2024-06-08,Vattenfall,Płatność Vattenfall,PL65448426658351124823092724,mBank,7564383779,-208.99,PLN,Konto w EUR,-22590336.03,PLN,0
907,2024-06-07,2024-06-09,STS.pl,Płatność STS.pl,PL25802768929780696997249502,mBank,2670209278,-1993.82,PLN,Wspólne,-22592329.85,PLN,1
908,2024-06-07,2024-06-07,MediaMarkt,Płatność MediaMarkt,PL94474180873756336725087084,ING,6195093452,-2177.81,PLN,Konto w EUR,-22594507.66,PLN,0
909,2024-06-07,2024-06-07,Santander Leasing,Płatność Santander Leasing,PL10107035888948186535629717,mBank,1251677491,-2546.28,PLN,Konto w USD,-22597053.94,PLN,0
910,2024-06-08,2024-06-08,Firma XYZ,Płatność Firma XYZ,PL76587644835292477622933843,Millennium,5646804897,6889.34,PLN,Moje,-22590164.6,PLN,0
911,2024-06-12,2024-06-13,STS.pl,Płatność STS.pl,PL16851957087997507158364874,PKO BP,8682199133,-437.1,PLN,Moje,-22590601.7,PLN,1
912,2024-06-13,2024-06-14,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL28975027514283489863906649,mBank,1951811572,-530588.16,PLN,Wspólne,-23121189.86,PLN,1
913,2024-06-14,2024-06-14,Urząd Skarbowy,Płatność Urząd Skarbowy,PL72066093333762335996790724,ING,6642708009,-4786.13,PLN,Moje,-23125975.99,PLN,0
914,2024-06-19,2024-06-19,Zabka,Płatność Zabka,PL26391555636245419455334883,ING,1294548487,-50.12,PLN,Konto w EUR,-23126026.11,PLN,0
915,2024-06-25,2024-06-27,Urząd Skarbowy,Płatność Urząd Skarbowy,PL93866922212226918044712626,ING,9208630181,-9136.9,PLN,Moje,-23135163.01,PLN,0
916,2024-06-30,2024-07-02,Firma XYZ,Płatność Firma XYZ,PL24022215186618094825078706,Millennium,3484202182,7621.51,PLN,Wspólne,-23127541.5,PLN,0
917,2024-07-03,2024-07-03,Firma XYZ,Płatność Firma XYZ,PL15598888867404568126396515,mBank,2443293445,7438.21,PLN,Moje,-23120103.29,PLN,0
918,2024-07-06,2024-07-06,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL73720524899326545943816342,Millennium,2881290982,-394522.24,PLN,Konto w USD,-23514625.53,PLN,1
919,2024-07-07,2024-07-07,Lidl,Płatność Lidl,PL11774605119032453203120442,mBank,4653684780,-89.22,PLN,Wspólne,-23514714.75,PLN,0
920,2024-07-11,2024-07-11,Auto Komis Katowice,Płatność Auto Komis Katowice,PL66580111478606402507645165,ING,2814900480,-58607.58,PLN,Wspólne,-23573322.33,PLN,1
921,2024-07-12,2024-07-13,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL21485867789210790023815335,PKO BP,2516185223,-394000.65,PLN,Wspólne,-23967322.98,PLN,1
922,2024-07-13,2024-07-13,Biedronka,Płatność Biedronka,PL16398368754257440269221734,ING,4551266859,-303.14,PLN,Konto w USD,-23967626.12,PLN,0
923,2024-07-13,2024-07-13,Booking.com,Płatność Booking.com,PL66204877159429247894261413,Millennium,7681557452,-938.85,EUR,Konto w USD,-23968564.97,EUR,0
924,2024-07-14,2024-07-15,ATM ING,Płatność ATM ING,PL11068500734849381813993432,Santander,2715523894,-1131.25,PLN,Moje,-23969696.22,PLN,0
925,2024-07-19,2024-07-19,STS.pl,Płatność STS.pl,PL15079416511102595469503010,PKO BP,4937840916,-1819.72,PLN,Konto w USD,-23971515.94,PLN,1
926,2024-07-20,2024-07-22,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL21363064174283562046949338,Santander,6660770721,-549328.19,PLN,Moje,-24520844.13,PLN,1
927,2024-07-20,2024-07-20,STS.pl,Płatność STS.pl,PL17437901193230518464480276,ING,3328054432,-309.32,PLN,Moje,-24521153.45,PLN,1
928,2024-07-22,2024-07-22,ATM ING,Płatność ATM ING,PL40278010195998752772794597,ING,6077122266,-1322.52,PLN,Konto w EUR,-24522475.97,PLN,0
929,2024-07-23,2024-07-25,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL86647268829222643524319322,Millennium,1582646853,-524963.33,PLN,Konto w USD,-25047439.3,PLN,1
930,2024-07-24,2024-07-24,ATM ING,Płatność ATM ING,PL94732810480314079876568327,ING,9447713287,-487.51,PLN,Konto w EUR,-25047926.81,PLN,0
931,2024-07-24,2024-07-24,Zabka,Płatność Zabka,PL31815858612255418261191133,ING,4618717922,-81.88,PLN,Konto w USD,-25048008.69,PLN,0
932,2024-07-25,2024-07-26,Zabka,Płatność Zabka,PL52412639346636575042350996,ING,4301452587,-113.4,PLN,Konto w EUR,-25048122.09,PLN,0
933,2024-07-25,2024-07-26,Vattenfall,Płatność Vattenfall,PL93733550653874315630566109,ING,5733942414,-262.07,PLN,Moje,-25048384.16,PLN,0
934,2024-07-28,2024-07-28,Auto Komis Katowice,Płatność Auto Komis Katowice,PL97262847186654880156536395,mBank,6427172578,-57611.7,PLN,Konto w EUR,-25105995.86,PLN,1
935,2024-07-31,2024-08-02,Zabka,Płatność Zabka,PL15374449690215005278347116,Santander,4554926292,-167.64,PLN,Konto w USD,-25106163.5,PLN,0
936,2024-08-03,2024-08-03,Vattenfall,Płatność Vattenfall,PL96269234886329111031352768,PKO BP,3808312666,-201.07,PLN,Konto w USD,-25106364.57,PLN,0
937,2024-08-06,2024-08-06,Vattenfall,Płatność Vattenfall,PL22096844865681737259739557,mBank,5364014060,-171.25,PLN,Konto w EUR,-25106535.82,PLN,0
938,2024-08-14,2024-08-16,Orlen,Płatność Orlen,PL78560619870776725571838274,Santander,6064374577,-285.98,PLN,Wspólne,-25106821.8,PLN,0
939,2024-08-15,2024-08-17,Auto Komis Katowice,Płatność Auto Komis Katowice,PL70432285341008964255423391,Millennium,2483466632,-49314.82,PLN,Moje,-25156136.62,PLN,1
940,2024-08-22,2024-08-24,PKO BP,Płatność PKO BP,PL54208562351385167963056874,Santander,2721655789,4212.09,PLN,Konto w USD,-25151924.53,PLN,0
941,2024-08-24,2024-08-24,PGNiG,Płatność PGNiG,PL90273089292212856486709783,mBank,1061521836,-173.78,PLN,Konto w USD,-25152098.31,PLN,0
942,2024-08-26,2024-08-26,ATM ING,Płatność ATM ING,PL70053171630375231139114231,ING,6970991010,-991.38,PLN,Wspólne,-25153089.69,PLN,0
943,2024-08-26,2024-08-26,Auto Komis Katowice,Płatność Auto Komis Katowice,PL39345518914553693197322959,mBank,5842467017,-50985.26,PLN,Konto w USD,-25204074.95,PLN,1
944,2024-09-01,2024-09-01,Auto Komis Katowice,Płatność Auto Komis Katowice,PL84758703052099981757699863,ING,5831563238,-53917.44,PLN,Konto w EUR,-25257992.39,PLN,1
945,2024-09-03,2024-09-04,Firma XYZ,Płatność Firma XYZ,PL85989623532443100961381770,mBank,1192436936,6736.1,PLN,Moje,-25251256.29,PLN,0
946,2024-09-04,2024-09-06,Urząd Skarbowy,Płatność Urząd Skarbowy,PL30447200346489513386386617,PKO BP,9962466929,-8931.16,PLN,Wspólne,-25260187.45,PLN,0
947,2024-09-04,2024-09-05,PokerStars,Płatność PokerStars,PL41424968594531002631019154,mBank,5945103184,-381.12,EUR,Konto w USD,-25260568.57,EUR,1
948,2024-09-05,2024-09-05,Biedronka,Płatność Biedronka,PL70423686344295990892433082,ING,2943971778,-50.31,PLN,Moje,-25260618.88,PLN,0
949,2024-09-08,2024-09-08,Urząd Skarbowy,Płatność Urząd Skarbowy,PL61135891404956346576532747,PKO BP,4296568048,-9734.74,PLN,Wspólne,-25270353.62,PLN,0
950,2024-09-13,2024-09-15,PKO BP,Płatność PKO BP,PL74018353894019147933184945,ING,3678669241,5392.84,PLN,Konto w EUR,-25264960.78,PLN,0
951,2024-09-15,2024-09-15,ATM ING,Płatność ATM ING,PL11025733483859153104087450,Millennium,4196187063,-514.86,PLN,Moje,-25265475.64,PLN,0
952,2024-09-20,2024-09-20,Vattenfall,Płatność Vattenfall,PL21621924669987751867927233,mBank,4702775487,-286.32,PLN,Konto w USD,-25265761.96,PLN,0
953,2024-09-29,2024-09-29,MediaMarkt,Płatność MediaMarkt,PL82044434779572442312718905,Santander,3336425797,-1833.67,PLN,Konto w EUR,-25267595.63,PLN,0
954,2024-09-30,2024-10-02,Biedronka,Płatność Biedronka,PL27757830640818871789898353,Santander,1632530290,-390.35,PLN,Moje,-25267985.98,PLN,0
955,2024-09-30,2024-09-30,Allegro,Płatność Allegro,PL87719141092510359866904399,ING,3805230374,-162.86,PLN,Moje,-25268148.84,PLN,0
956,2024-10-03,2024-10-04,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL35164980210376988865348971,Santander,6723027055,-426573.27,PLN,Konto w USD,-25694722.11,PLN,1
957,2024-10-05,2024-10-05,Orlen,Płatność Orlen,PL29729140818634157880618787,Santander,8311200266,-294.48,PLN,Wspólne,-25695016.59,PLN,0
958,2024-10-05,2024-10-07,Allegro,Płatność Allegro,PL58676920523861928548767716,mBank,1797487039,-232.23,PLN,Konto w EUR,-25695248.82,PLN,0
959,2024-10-09,2024-10-10,Allegro,Płatność Allegro,PL82100905130561886504274267,Millennium,4252265459,-118.27,PLN,Moje,-25695367.09,PLN,0
960,2024-10-11,2024-10-11,PokerStars,Płatność PokerStars,PL62056827100723481793335573,mBank,9427513323,-187.52,EUR,Wspólne,-25695554.61,EUR,1
961,2024-10-13,2024-10-13,Zabka,Płatność Zabka,PL83164590467801073860891705,Santander,9780033232,-197.66,PLN,Wspólne,-25695752.27,PLN,0
962,2024-10-15,2024-10-15,Auto Komis Katowice,Płatność Auto Komis Katowice,PL59665060033147488759300172,Millennium,2918759935,-53189.73,PLN,Wspólne,-25748942.0,PLN,1
963,2024-10-16,2024-10-16,Biedronka,Płatność Biedronka,PL21180944347633745022115647,PKO BP,1814249351,-331.6,PLN,Konto w EUR,-25749273.6,PLN,0
964,2024-10-18,2024-10-20,ATM ING,Płatność ATM ING,PL49757143766991143426395284,mBank,1944324717,-714.97,PLN,Moje,-25749988.57,PLN,0
965,2024-10-21,2024-10-23,Zabka,Płatność Zabka,PL32025529661774723440280348,Millennium,7861220377,-164.95,PLN,Konto w EUR,-25750153.52,PLN,0
966,2024-10-25,2024-10-26,Urząd Skarbowy,Płatność Urząd Skarbowy,PL20696957232693661154276233,Millennium,8946564993,-8246.96,PLN,Moje,-25758400.48,PLN,0
967,2024-11-04,2024-11-05,PKO BP,Płatność PKO BP,PL45139170075904228228324305,PKO BP,9105307684,6993.49,PLN,Konto w USD,-25751406.99,PLN,0
968,2024-11-08,2024-11-09,STS.pl,Płatność STS.pl,PL82327149211952589191337153,ING,1396145849,-1282.22,PLN,Moje,-25752689.21,PLN,1
969,2024-11-11,2024-11-13,Allegro,Płatność Allegro,PL55570545586038237119614903,mBank,7426707393,-243.79,PLN,Konto w EUR,-25752933.0,PLN,0
970,2024-11-11,2024-11-12,Auto Komis Katowice,Płatność Auto Komis Katowice,PL88390739870054009781540885,ING,2732894349,-55754.12,PLN,Wspólne,-25808687.12,PLN,1
971,2024-11-13,2024-11-14,PKO BP,Płatność PKO BP,PL87238328048127418058950075,Millennium,2095762019,3980.38,PLN,Konto w USD,-25804706.74,PLN,0
972,2024-11-15,2024-11-15,Santander Leasing,Płatność Santander Leasing,PL29739501397897830680958399,Santander,9173418640,-2973.16,PLN,Moje,-25807679.9,PLN,0
973,2024-11-18,2024-11-18,Allegro,Płatność Allegro,PL38815643558397534468665075,PKO BP,6675769255,-87.88,PLN,Moje,-25807767.78,PLN,0
974,2024-11-19,2024-11-20,Orlen,Płatność Orlen,PL58310122355809292423982304,Millennium,7284927359,-102.76,PLN,Konto w USD,-25807870.54,PLN,0
975,2024-11-21,2024-11-21,Lidl,Płatność Lidl,PL10986887080583443680203506,Santander,1077304240,-166.77,PLN,Konto w USD,-25808037.31,PLN,0
976,2024-11-21,2024-11-23,Firma XYZ,Płatność Firma XYZ,PL11937634970347059060587809,ING,7224613531,7116.7,PLN,Wspólne,-25800920.61,PLN,0
977,2024-11-23,2024-11-24,STS.pl,Płatność STS.pl,PL33931733129178125790620994,ING,3313982684,-1724.13,PLN,Moje,-25802644.74,PLN,1
978,2024-11-25,2024-11-26,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL35537627064724853362317034,Santander,2891348756,-515798.71,PLN,Konto w USD,-26318443.45,PLN,1
979,2024-11-25,2024-11-26,Vattenfall,Płatność Vattenfall,PL41875486741285860421572802,PKO BP,4652816122,-256.25,PLN,Konto w EUR,-26318699.7,PLN,0
